column2	column3
  BalajiVSrg   amar ramaraj  dtamaz  MehtaAatman  PremRajarathnam  KoundinyaNaga  NilotpalMukher  SundaramChitra  vel jaya  asha  UI    	p
 dharmvirjangra  Shehzad Ind  tehseenp  BJPIndia  INCIndia  ZeeNewsHindi  barotchetan  VictoryForNamo co UMMvHsMGde 	p
  BalajiVSrg   vel jaya  amar ramaraj  dtamaz  MehtaAatman  PremRajarathnam  KoundinyaNaga  NilotpalMukher  SundaramChitra  asha  UI    	p
 INCIndia A Muslim party supporting Hindus  	p
  YogendraYadav  pbhushan  YashwantSinha  ShatruganSinha  ArunShourie  n nCountry is wondering why your team never a co WcmIxhujos 	neutral
  charulata tokas   MahilaCongress BJP time and again has proved their anti-woman ideology by shielding their Leaders who have directly o    	neutral
 gssjodhpur  INCIndia When you are coming in jodhpur 	p
  IncBasavakalyan   MaaGangaSeDhoka nHardly anything done to clean Ganga  situation extraordinarily bad  NGT n RahulGandhi  INCIndia       	n
  nishants   RahulGandhi O Lord of Lies  Master of fake news  amp; Misinformation Whose party  INCIndia has been comprehensively rejected    	n
  JaiArya  Dr dinesh sharma  bed is thinking that u r in comma  so give some proof to show that u r alive   drdineshbjp  vijj    	p
 navinjoshi  Sudhakar  colkt  brainjal  Hajindersingh  rajeshwarbal  dhruvsharmaits  SanjayA co VDcuQBG 	p
  singhpiyush    RRKKingston  ShefVaidya Well after the succes of various product of  MadeInAmethi  amp; seeing the immense demand of  RahulM    	p
  INCRajasthan    cIn the past four years all actions undertaken by your government have not at all been gainful to Gangaji and in her plac    	n
He said Me Too nWe heard Mitron    n      c     n priyankac  juhiesingh  Pawankhera  anuragspparty  RTforINC  sakshijoshii co tlQlyEQ 	neutral
 Shehzad Ind  BJPIndia  INCIndia Only  BJPIndia 	neutral
After  BSP  now  NCPspeaks preparing for Gujarat Part     where  INCIndia had failed to get majority last December co zfCnLjBcaa 	n
  INCKerala  Congratulations to Dr Shashi Tharoor MP  newly appointed Chairman of KeralaPCC IT Cell  ShashiTharoor   divyaspandana  INCIn    	p
 CNNnews  INCIndia  RahulGandhi  PiyushGoyal Trying to hide something blaming only cong  	n
  BishnoiAvnishA HE   HONOURABLE KULDEEP BHAI SAHA IS THE REAL MASS LEADER ACROSS THE STATES OF INDIA PEOPLE OF RAJASTHAN WELCOMING T    	neutral
 hindustani m  Aryathyagarajan  DrShobha  Nidhi  RahulGandhi  INCIndia  TimesNow  republic Atleast they are alive   co cJZWXrkiEW 	p
 SifatiAhad  Kanwal  Nattashasharrma  RahulGandhi  sushmitadevmp  Sharmistha GK  NayakRagini  AmritaDhawan co dJeiwVeEjW 	p
  brijdutt   News Coverage in Today s News Papers regarding the Protest Carried out by Kalyan District Youth Congress against Petrol  Die    	p
 INCIndia  INCIndiaLive  INCMP  RahulGandhi if this is not true congress should file an fir against this handle      s co sfeHXMFbOF 	neutral
  jhumlebaji   inclusivemind  arjundsage  CNNnews  INCIndia  RahulGandhi  PiyushGoyal Not to forget Modi s all jokers are scammers this    	n
 INCIndia  vijayrupanibjp  shaktisinhgohil Satta ka dukh aur rona aaj apko pata chal raha hai   Hindu never vote u  co eYwtuovelo 	p
 INCIndia  nsui  RahulGandhi  INCMP people like ther keep on defaming Rahul Gandhi  why no legal action is taken ag co nlyhSYIcU 	neutral
 surjitbhalla  INCIndia Open auction or an indirect award? 	p
  PTL Praveen Dalal  PLOIndia  PMOIndia  narendramodi  BJPIndia  INCIndia  RahulGandhi  arunjaitley co nexLZzs 	p
 thenarayan   Kanwal  AnthonySald  DickDarryl  Nattashasharrma  RahulGandhi  sushmitadevmp  Sharmistha GK co QgQjIDPG 	p
 Barmer Harish  LaxmanINC  INCIndia  RahulGandhi Congratulations sir 	p
 divyaspandana Is  INCIndia employing teenage meme artists and fighting policy elections? Very smart  	neutral
 INCIndia  RahulGandhi This would be like an address from ground zero  	neutral
  manoj tnpyc  Today Pudukkottai District Congress Committee Convention Meeting come two wheeler AICC Secretary Shri  SanjaySDutt ji  n IN    	p
 bgsubhash  KPCCPresident  MissFurioso  INCIndia  RahulGandhi  PMOIndia  nsitharaman JV will produce only for Falco co qJgYoixJU 	p
 Shehzad Ind  BJPIndia  INCIndia Zee Lost the biggest fan  I blocked  ZeeNews  ZeeNewsHindi  after seeing stage ma co rLdDcBI 	n
  surnell  LOL  Another slap on  INCIndia face   SachinPilot and  Kamalnath this time  Yaar  When your boss s stars  and competence  are    	p
 INCMaharashtra  AshokChavanINC  ashishdua INC  INCIndia Wonderful indeed 	p
 Shehzad Ind  BJPIndia  INCIndia Obviously BJP   c    c    c  	p
  NeetuGarg   INCIndia women MLA Geniben Thakor who is very close to  AlpeshThakor  giving instigating advice to rape victim and heard s    	neutral
  DaharwalK   CNNnews  INCIndia  RahulGandhi  PiyushGoyal Mr Piyush Goyal as ur a Cabinet Minister nSo  instead of talking shits on Medi    	p
 BJPMaharashtra  INCIndia  RahulGandhi  narendramodi Shame shame  n n   t co hVlIwTqDC 	neutral
 ManishGuptePhD  INCIndia  RahulGandhi YES BUT MR MODI IS HONEST AND THE  WORL IS SALUTE 	neutral
 INCIndia  RahulGandhi CONGRESS IS A CORRUPT PARTY  ABOUT YEARS  DESH KO LOTA  	p
If  RahulGandhi without reading can explain  big social changes and work brought in by  INCIndia like below NHRC co mZhfBWgQ 	p
  KaushalyaAmrita   IYCChhattisgarh Thanks  AGAIN to  INCIndia  RahulGandhi    t co WMcaYVHL 	p
  gssjodhpur  SupremeCourt junks petitions by  Congress leaders Kamal Nath and Sachin Pilot in ahead of assembly polls  SC finds no looph    	n
  Makebharatmahan   davidfrawleyved  SeCoolar Right Colonial era will truly be over with  CongressMuktBharat  n nThe Judiciary  amp; the bureau    	p
 INCIndia  yrs your thrown waste in ganga   never stopped any Factory  industry   now crying for ganga  crocodile co ghBesQhYAh 	p
  GoaFront  The Centre will tweak the law  GoaMining  Union cabinet s Group of Minister  GoM  to meet on October    RestartGoaMining  g    	p
 AdvocateJitend  Shehzad Ind  ZeeNews  tehseenp  BJPIndia  INCIndia Shezaad has just been outed as Rapist  	neutral
 INCIndia  RahulGandhi Well come to Bangalore Rahul ji 	p
 INCIndia  RahulGandhi BJP doing top level scams   LIC asked to hold and pump market  their Gujju  amp; Marwari friends co esVqQIMBpe 	p
 yogashar  Kanwal  AnthonySald  DickDarryl  Nattashasharrma  RahulGandhi  sushmitadevmp  Sharmistha GK co ijiBXKxL 	p
  INCIndia  Nothing reflects the sad state of governance in Rajasthan than the state of health care  A clear indication the BJP govt  Is    	neutral
 kapilvats  INCIndia Ectly    	p
  INCIndia  The Congress had allocated Rs  crores for canals  but that money has been stolen from you  Congress President  RahulGandhi    	n
  davidfrawleyved  Probably no political party in modern times has made such an effort to promote a dynastic leader regardless of merit o    	neutral
Kerala HC sets aside curbs imposed on  EPS in   rules similar members of pension scheme cannot be treated dif co RtCKZMTD 	neutral
  Smart Gujju   prashant baluni  RahulGandhi  INCIndia  divyaspandana Gujarat  Police confirm Congress leader instigated violence against    	neutral
 INCIndia  RahulGandhi Who is teaching you all theese nonsense??? 	p
  kapilvats                     c          c      f   e      e publicity    e   f              n nSorry to say but  MeToo is not more than a joke now n nNow its almost clear that this tr    	n
And   crores then is worth more than   crores today - and you do it in dollars and you get the drift  A co feKyZVKBya 	p
 ZeeNews  Shehzad Ind  tehseenp  BJPIndia  INCIndia BJP jitega 	p
  sthitikant  When Kerela met with flood  all assholes became humanitarian and showed support all over internet  But when it happened in    	n
 sadhavi  RahulGandhi Yes  these regional parties are the real enemies of the  INCIndia 	p
Must watch this video  n JournalistAbhishekRanjan  MPElection  chouhan shivraj  BJPIndia  INCIndia n   t co INQwRgJAv 	neutral
  vijayrpandey  The  MeToo movement rippling across several newsrooms in India has reached PM  narendramodi   s government with a journali    	p
  KaushalyaAmrita   IYCChhattisgarh Thanks  AGAIN to  INCIndia  RahulGandhi    t co KRdIBJL 	p
  drmimranqureshi  Bitter truth of Ladli Laxmi Yojana is         We need  BJPSeBetiBachao   BetiBachaoBJPSe  BetiBachao  RahulGandhi  INCIndi    	p
 INCIndia  RahulGandhi Pappu in Bengaluru Wah   He will announce software engineers can manufacture shoes 	p
  vijayrpandey  The  SupremeCourt asks AG to submit the details of decision making process in  RafaleDeal  INCIndia   JhaSanjay  ProfCong 	p
 alamgirizvi  INCIndia  RahulGandhi  divyaspandana  HasibaAmin  ShashiTharoor  ajaymaken  priyankac  Pawankhera co ewdMfBLG 	p
 BDUTT More shocking that you have ignored allegations against  INCIndia  but as it is you what can anybody expect besides bias journalism  	n
  Ramesh BJP   FakeNewsKingRahul has now become  FakeNewsClownRahul who is  OutOnBail is nothing but a parasite feeding on d wealth of In    	n
 INCIndia  RahulGandhi Pappu should also talk abt Bofors and how his uncle Qwachotri was  favoured n ItalianPappu co ZgYPwiWeF 	p
 shakkuiyer  shivuvgowda  RahulGandhi  INCIndia What a politics 	p
 amar ramaraj  dtamaz  MehtaAatman  PremRajarathnam  KoundinyaNaga  NilotpalMukher  SundaramChitra  vel jaya co GFNZRHHwNN 	p
  jspandey    ranjanasiva You want to prove yourself master of  no-sense  long words   Just for a change why don  t you tell truth in      	neutral
 INCIndia  RahulGandhi Mudda hai why AM   govt and ministers says that Rahul is changing his statements   changing co iYpNuRvDZ 	n
 karanku  ZeeNews  Shehzad Ind  tehseenp  BJPIndia  INCIndia  divyaspandana  amitmalviya  Shehzad Ind tried his co emfIICSGZ 	neutral
 RahulGandhi  INCIndia  you lost your mind  even hard core criminal have some moral value  but you have moral value co gbvUqsU 	p
 Shehzad Ind  BJPIndia  INCIndia Congress 	p
 SudhirT  tabassum aamna  INCIndia  RahulGandhi your reputation is reaching all corners of India alongwith co HQPiwd 	p
  Dibyendu   Karanbh  COLDUSHYANT  PrithaBandyop  pbsmba  OManojKumar  Shehla Rashid  yusufiosys  sanjayuvacha  BNadhani      	n
 INCIndia  RahulGandhi The great dynast prince      is doing well to dig the grave for the dynasts                 	p
 vel jaya  amar ramaraj  dtamaz  MehtaAatman  PremRajarathnam  KoundinyaNaga  NilotpalMukher  SundaramChitra co lPNFyUu 	p
  fdcbf Sanjay Dutt at Pudukkottai convention by two wheeler   INCIndia  SanjaySDutt  MWasnik INC  PChidambaram IN  RahulGandh    	p
Compare Modi s response to a man who was fasting to save river Ganga to UPA govt response to KCR who fasted for Tel co twVKYvCGs 	p
 INCKarnataka  INCIndia  RahulGandhi  dineshgrao  eshwar khandre  manickamtagore  MYaskhi  PCvishnunadh did we not co WJzidRnxHk 	n
 amar ramaraj  dtamaz  MehtaAatman  PremRajarathnam  KoundinyaNaga  NilotpalMukher  SundaramChitra  vel jaya co zTqpPUSZBz 	p
 INCIndia  RahulGandhi People in general  which are neither supporter of congres or modi are getting irritated by c co OLgEGVBw 	p
 akhil kurian    KPadmaRani  INCIndia  ShashiTharoor Not strange  A idiot like you could only deny the verdict giv co yDdJ	n
 Shehzad Ind  BJPIndia  INCIndia Bjp is all time winner   	p
 praveent india  iPriyaShankar  Shehzad Ind  ZeeNews  tehseenp  BJPIndia  INCIndia   in favor of bjp      Absolu co OJHjqNh 	p
 amitmalviya How could you say there are no takers??? n nA full gang of  INCIndia are regular takers of  papumutra th co sWqTYCtmg 	p
  Shibli   Shehzad Ind  BJPIndia  INCIndia Kya drama hai   all paid debates  amp; scripted discussions by these two brothers   n nZee    	p
 HalkatSwami  INCIndia  vijayrupanibjp  shaktisinhgohil do not agree 	n
 sirashutoshp  Interceptors  Rishikesh   shantanug   myogiadityanath  WeUttarPradesh Sir  please keep us updated r co zMsomzAnj 	p
  mdaleembasha   ndtv  PiyushGoyal He Was Non Other Than nModi nMr cr Bank Defaulter n PiyushGoyal n nSerial Liars Are Bjp Looters n nComing    	neutral
 pujatiwariBJP  SureshNakhua  RahulGandhi  INCIndia  narendramodi Give any kind of explanation  pappu want commissi co YdHajkQdXp 	p
 JhaSanjay I think  out on bail  Antonio Maino might have a chance   Raul Gandhy is taking  INCIndia from  to  co KSIwhWfqVq 	p
  GahlawatRam  True leaders both know and communicate their values openly with the people they lead  creating an atmosphere of certainty    	p
  payalbhayana  A Bhakt is Someone who has faith and sacrifices for what he idolises  nBhakti is based on faith and faith moves mountains     	neutral
  ashok   SAVEJAYPEEWISHTOWN Pakistan   Terrorist Haven Switzerland   Black Money Haven India   Real Estate Builders Haven for      	neutral
  griglani  Media  role has changed now  They have turned in to   cdalals   c from news persons   n JaiveerShergill  VinayDokania  MahilaCongre    	n
 bhavesh  INCIndia  RahulGandhi We all know PM Modi is very intelligent  But there is too much mnc influence ev co OxywEMp 	n
 dtamaz  BalajiVSrg  MehtaAatman  PremRajarathnam  KoundinyaNaga  NilotpalMukher  SundaramChitra  vel jaya co eilNTq 	p
  DextrousNinja   RenukaJain  INCIndia Great Achievement for Keeping Inflation Low Inspite of Fuel Price at Highest Level  n nNow  conside    	p
  vanichandra   popcornmsm  IndiaToday  htTweets  bchowla  n shekar It is  Break Time  for  INCIndia and  RahulGandhi   If it is Tea    	p
  shwait malik   narendramodi government is working for making India while  INCIndia is working for breaking India Only  BJPIndia  has t    	n
 INCIndia  RahulGandhi It  s fake     HAL not inviting any one 	n
  kapvin  SFIO  investigating IL amp;FS  but JAYPEE is so dear to this Govt that it is beyond any charge or investigation and roaming free e    	neutral
 EconomicTimes  RahulGandhi  PrakashJavdekar I respect you Mr Javdekar but then Shri Amit Shah himself acknowledged co CrxzKs 	neutral
  Aryathyagarajan   vanichandra  popcornmsm  IndiaToday  htTweets  bchowla  n shekar  INCIndia  RahulGandhi  narendramodi  ndtv If th    	p
 INCIndia  RahulGandhi Just see that he doesn t change d figure again   After all   liars sud have good memory and co pdAjAbGMc 	neutral
  advssuresh  BJP registers a Historic Win in Navaikulam Pachayat Ward no   by-election  Trounces  INCIndia that held this seat previou    	neutral
 INCIndia  RahulGandhi Great going sir   it is a no-brainer that bankrupt AM was given the Rafael partnership  His co KEiamJem 	p
  INCIndia  Congress President  RahulGandhi met Babulal Marandi earlier today in Delhi     t co VneIPXM 	neutral
  vikramaditya JK  Today I joined  INCIndia in the presence of Congress President Shri  RahulGandhi my father Dr  Karan Singh Ji  Shri Gh    	neutral
  VivekSays    BhaiVsBhai   Shehzad Ind Sharp at   PM ; you r gaining ground  Sir do u agree with me that  tehseenp Sir is most fact s    	p
  shitijsrivastav  Just read the article     nIt seems as if it s written by  INCIndia       co jGZAKBg	p
  NiravDa   RahulGandhi  INCIndia It s treating women with respect?   metoo  MeTooIndia    t co CLScLMr 	p
